Chemical,Dose,time_end,se,sd,mean,median,n
PFOS,0,32,32.70822229280514,113.30460567279098,1464.4833333333333,1427.25,12
PFOS,0,33,118.17357102537308,409.365258255591,1505.2666666666667,1567.3000000000002,12
PFOS,0,34,76.53447371391972,265.1231940061073,1460.9,1456.25,12
PFOS,0,35,95.37396549190346,330.3851079025952,1507.9571428571428,1486.4,12
PFOS,0,36,129.44024753459868,448.39417054843403,1182.5272727272727,1209.4,12
PFOS,0,37,210.31399563333693,728.5490519595171,1123.411111111111,1023.2,12
PFOS,0,38,214.25767197465768,742.2103475430669,1097.6666666666667,1066,12
PFOS,0,39,212.05232146108904,734.5707892670688,1009.0222222222222,1176.8999999999999,12
PFOS,0,40,211.3513255293903,732.1424681278662,1120.5181818181818,1214.1999999999998,12
PFOS,0,41,193.91596411561605,671.7446044939004,1255.1166666666668,1491.15,12
PFOS,0,42,140.4542235629341,486.5477026972792,1414.8799999999999,1556.1999999999998,12
PFOS,0,43,56.40645353148876,195.39768678262288,1511.1,1456.4,12
PFOS,0,44,78.96944406058648,273.5581787168082,1481.5,1509.95,12
PFOS,0,45,41.0966437435483,142.36294996876654,1534.5428571428572,1509.3000000000002,12
PFOS,0,46,182.1069049994669,630.8368237363909,1456.2727272727273,1425.6999999999998,12
